,incident_num,date_time,day_of_week,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address_dir_intersecting,address_road_intersecting,address_sfx_intersecting,call_type,disposition,beat,priority,address_number_primary_str,Address,lat,lng,zipcode,Zipcodes
25205,E23010027012,2023-01-19 21:41:24,5,3900,,43RD,ST,,,,1188,K,834,2,3900,"3900 43RD ST San Diego, California",32.74924,-117.1020219,2604,92105
25206,E23010027013,2023-01-19 21:41:29,5,0,,ROSECRANS,ST,,SPORTS ARENA,,FD,K,611,2,,"ROSECRANS ST San Diego, California",32.7247316,-117.2291031,United States,92106
25207,E23010027014,2023-01-19 21:43:09,5,800,,05TH,AVE,,,,1153,K,523,2,800,"800 05TH AVE San Diego, California",32.7137402,-117.1602842,92101,92101
25208,E23010027015,2023-01-19 21:44:56,5,0,,ISLAND,AVE,,19TH,,T,K,514,2,,"ISLAND AVE San Diego, California",32.7105282,-117.1402381,United States,92134
25209,E23010027016,2023-01-19 21:45:36,5,5200,,GAINES,ST,,,,1186,K,622,3,5200,"5200 GAINES ST San Diego, California",32.7650082,-117.1950692,92110,92110
25210,E23010027017,2023-01-19 21:45:38,5,0,,SMYTHE,AVE,,BEYER,,T,K,712,2,,"SMYTHE AVE San Diego, California",32.5601775,-117.0493744,92173,92173
25211,E23010027018,2023-01-19 21:45:46,5,5200,,GAINES,ST,,,,1186,K,622,3,5200,"5200 GAINES ST San Diego, California",32.7650082,-117.1950692,92110,92110
25212,E23010027019,2023-01-19 21:46:09,5,5400,,BALBOA,AVE,,,,T,O,111,2,5400,"5400 BALBOA AVE San Diego, California",32.81941380000001,-117.1818713,2704,92117
25213,E23010027020,2023-01-19 21:52:59,5,4200,,DECORO,ST,,,,MPSSTP,O,115,2,4200,"4200 DECORO ST San Diego, California",32.8641526,-117.2138069,92122,92122
25214,E23010027021,2023-01-19 21:55:13,5,3200,,SPORTS ARENA,BLV,,,,1151,K,611,2,3200,"3200 SPORTS ARENA BLV San Diego, California",32.7530985,-117.2071541,92110,92110
25215,E23010027022,2023-01-19 21:56:02,5,0,,DORMOUSE,RD,,CAMINO DEL SUR,,CW,K,233,1,,"DORMOUSE RD San Diego, California",32.9431042,-117.1524426,United States,92129
25216,E23010027023,2023-01-19 21:56:55,5,1800,,04TH,AVE,,,,INFO,W,529,2,1800,"1800 04TH AVE San Diego, California",32.724075,-117.1611481,92101,92101
25217,E23010027024,2023-01-19 21:57:24,5,0,,AFTON,RD,,AERO,,1184,K,311,2,,"AFTON RD San Diego, California",32.8042317,-117.1446623,92123,92123
25218,E23010027025,2023-01-19 21:57:34,5,2100,W,WASHINGTON,ST,,,,CW,K,628,1,2100,"2100 W WASHINGTON ST San Diego, California",32.7421412,-117.1836048,2053,92103
25219,E23010027026,2023-01-19 22:00:01,5,6800,,LINDA VISTA,RD,,,,T,K,621,2,6800,"6800 LINDA VISTA RD San Diego, California",32.7807637,-117.1727738,92111,92111
25220,E23010027027,2023-01-19 22:00:31,5,4400,,CLAIREMONT MESA,BLV,,,,1149,K,114,2,4400,"4400 CLAIREMONT MESA BLV San Diego, California",32.8344926,-117.197763,2054,92117
25221,E23010027028,2023-01-19 22:00:45,5,5400,,OTAY MESA,RD,,,,T,K,725,2,5400,"5400 OTAY MESA RD San Diego, California",32.5681596,-116.9989103,92154,
25222,E23010027029,2023-01-19 22:01:25,5,6400,,MONTEZUMA,RD,,,,1130,K,327,1,6400,"6400 MONTEZUMA RD San Diego, California",32.7702351,-117.0617701,92115,92115
25223,E23010027030,2023-01-19 22:02:16,5,5200,,LEA,ST,,,,MP,CAN,827,2,5200,"5200 LEA ST San Diego, California",32.744502,-117.0832252,3230,92105
25224,E23010027031,2023-01-19 22:03:11,5,2500,,BACON,ST,,,,AU1171,W,614,1,2500,"2500 BACON ST San Diego, California",32.7555562,-117.2393551,92107,92017
25225,E23010027032,2023-01-19 22:03:45,5,3100,,SPORTS ARENA,BLV,,,,415PP,K,611,2,3100,"3100 SPORTS ARENA BLV San Diego, California",32.7519448,-117.2053452,92110,92110
25226,E23010027033,2023-01-19 22:05:20,5,3800,,PLAZA,DR,,,,AU10851,W,-1,2,3800,"3800 PLAZA DR San Diego, California",33.1822169,-117.2924971,92056,92056
25227,E23010027035,2023-01-19 22:06:45,5,3500,,MIDWAY,DR,,,,1149,O,611,2,3500,"3500 MIDWAY DR San Diego, California",32.751217,-117.2136281,92110,92110
25228,E23010027036,2023-01-19 22:08:00,5,7900,,GOLETA,RD,,,,1131,K,242,1,7900,"7900 GOLETA RD San Diego, California",32.9147794,-117.152228,2617,92126
25229,E23010027037,2023-01-19 22:11:43,5,0,S,16TH,ST,,NEWTON,,SELENF,K,511,3,,"S 16TH ST San Diego, California",32.7045489,-117.1496805,United States,92113
25230,E23010027038,2023-01-19 22:12:39,5,6000,,RANCHO MISSION,RD,,,,1087,K,321,2,6000,"6000 RANCHO MISSION RD San Diego, California",32.7837217,-117.1107445,92108,92108
25231,E23010027039,2023-01-19 22:13:48,5,2800,,TORREY PINES SCENIC,DR,,,,SELENF,R,126,3,2800,"2800 TORREY PINES SCENIC DR San Diego, California",32.8898676,-117.2511921,1004,92037
25232,E23010027040,2023-01-19 22:14:46,5,1500,,MARKET,ST,,,,MPSSTP,O,521,2,1500,"1500 MARKET ST San Diego, California",32.7115863,-117.1503588,7330,92101
25233,E23010027041,2023-01-19 22:14:54,5,900,,VISTA SANTO DOMINGO,,,,,POP,K,725,3,900,"900 VISTA SANTO DOMINGO San Diego, California",32.5780164,-117.003418,92154,92154
25234,E23010027042,2023-01-19 22:15:22,5,1000,,VISTA SANTO DOMINGO,,,,,POP,K,725,3,1000,"1000 VISTA SANTO DOMINGO San Diego, California",32.5776735,-117.0034183,92154,92154
25235,E23010027043,2023-01-19 22:15:28,5,6300,,UNIVERSITY,AVE,,,,415V,K,841,1,6300,"6300 UNIVERSITY AVE San Diego, California",32.7542686,-117.0599499,5813,92115
25236,E23010027044,2023-01-19 22:15:33,5,6300,,UNIVERSITY,AVE,,,,602,DUP,821,2,6300,"6300 UNIVERSITY AVE San Diego, California",32.7542686,-117.0599499,5813,92115
25237,E23010027045,2023-01-19 22:15:47,5,6500,,GENESEE,AVE,,,,T,O,115,2,6500,"6500 GENESEE AVE San Diego, California",32.85586870000001,-117.2050604,92122,92122
25238,E23010027046,2023-01-19 22:17:11,5,500,W,SAN YSIDRO,BLV,,,,911,K,712,1,500,"500 W SAN YSIDRO BLV San Diego, California",32.5565512,-117.056457,92173,92173
25239,E23010027047,2023-01-19 22:17:50,5,12100,,SANTIAGO WEST,RD,,,,911,CAN,234,1,12100,"12100 SANTIAGO WEST RD San Diego, California",33.0200224,-117.0678132,2639,92128
25240,E23010027049,2023-01-19 22:24:14,5,3000,,MIDWAY,DR,,,,1149,O,611,2,3000,"3000 MIDWAY DR San Diego, California",32.7497588,-117.2061534,4501,92110
25241,E23010027050,2023-01-19 22:25:13,5,5700,,RUFFIN,RD,,,,MTG,K,313,4,5700,"5700 RUFFIN RD San Diego, California",32.8377584,-117.1268251,1013,92137
25242,E23010027051,2023-01-19 22:26:08,5,7700,,WESTSIDE,DR,,,,10852C,K,311,2,7700,"7700 WESTSIDE DR San Diego, California",32.7764731,-117.1532242,92108,92108
25243,E23010027052,2023-01-19 22:27:31,5,4300,,GENESEE,AVE,,,,23152,K,112,2,4300,"4300 GENESEE AVE San Diego, California",32.8213478,-117.1830275,92117,92117
25244,E23010027053,2023-01-19 22:28:05,5,0,,MIRA MESA,BLV,,PARKDALE,,AU23103,W,242,2,,"MIRA MESA BLV San Diego, California",32.9095112,-117.159492,United States,92126
25245,E23010027054,2023-01-19 22:29:39,5,5900,,STREAMVIEW,DR,,,,415,K,823,2,5900,"5900 STREAMVIEW DR San Diego, California",32.7448543,-117.0692827,92105,92105
25246,E23010027055,2023-01-19 22:31:24,5,1500,,HOTEL CIRCLE SOUTH,,,,,T,K,623,2,1500,"1500 HOTEL CIRCLE SOUTH San Diego, California",32.7591073,-117.1762993,92108,92103
25247,E23010027056,2023-01-19 22:32:15,5,0,,INDIA,ST,,IVY,,T,O,528,2,,"INDIA ST San Diego, California",32.7293253,-117.1707282,United States,92101
25248,E23010027057,2023-01-19 22:33:20,5,8100,,CLAIREMONT MESA,BLV,,,,602,K,313,2,8100,"8100 CLAIREMONT MESA BLV San Diego, California",32.8328605,-117.1488953,92111,92133
25249,E23010027058,2023-01-19 22:34:06,5,3700,,04TH,AVE,,,,5150,W,627,2,3700,"3700 04TH AVE San Diego, California",32.7451443,-117.1615637,92103,92103
25250,E23010027059,2023-01-19 22:35:03,5,12200,,FRONTERA,RD,,,,INFO,W,234,2,12200,"12200 FRONTERA RD San Diego, California",33.021286,-117.0658534,2145,92128
25251,E23010027060,2023-01-19 22:38:04,5,6800,,GENESEE,AVE,,,,T,O,115,2,6800,"6800 GENESEE AVE San Diego, California",32.8591613,-117.2067912,92122,92122
25252,E23010027061,2023-01-19 22:38:31,5,5900,,VILLAGE CENTER LOOP,RD,,,,SELENF,K,934,3,5900,"5900 VILLAGE CENTER LOOP RD San Diego, California",32.960391,-117.1908407,92130,92168
25253,E23010027062,2023-01-19 22:38:59,5,700,W,G,ST,,,,415,K,522,2,700,"700 W G ST San Diego, California",32.7126949,-117.1682764,92101,92101
25254,E23010027063,2023-01-19 22:39:17,5,4900,,OCEAN,BLV,,,,SLEEPER,K,122,3,4900,"4900 OCEAN BLV San Diego, California",32.803798,-117.2606157,92109,92109
25255,E23010027064,2023-01-19 22:40:07,5,5700,,UNIVERSITY,AVE,,,,911,K,823,1,5700,"5700 UNIVERSITY AVE San Diego, California",32.7487348,-117.0741137,2308,92115
25256,E23010027065,2023-01-19 22:40:48,5,4900,,SARATOGA,AVE,,,,10852C,K,614,2,4900,"4900 SARATOGA AVE San Diego, California",32.7475337,-117.2479093,2818,92017
25257,E23010027066,2023-01-19 22:43:07,5,1300,,MORENA,BLV,,,,1151,R,622,2,1300,"1300 MORENA BLV San Diego, California",32.7699454,-117.2040295,92110,92110
25258,E23010027067,2023-01-19 22:45:47,5,0,,SR-94 WB OFF RAMP,,,28TH,,23152,A,515,2,,"SR-94 WB OFF RAMP San Diego, California",32.7469662,-117.0254862,United States,91945
25259,E23010027068,2023-01-19 22:48:48,5,4800,,OCEAN VIEW HILLS,PKY,,,,1183,R,725,0,4800,"4800 OCEAN VIEW HILLS PKY San Diego, California",32.5835468,-117.0287799,92154,92154
25260,E23010027069,2023-01-19 22:50:49,5,16500,,NICOLE RIDGE,RD,,,,SELENF,K,937,3,16500,"16500 NICOLE RIDGE RD San Diego, California",33.011527,-117.1290267,92127,92127
25261,E23010027070,2023-01-19 22:51:34,5,4600,,PACIFIC,HWY,,,,MPSSTP,K,625,2,4600,"4600 PACIFIC HWY San Diego, California",32.755467,-117.201201,92110,92110
25262,E23010027071,2023-01-19 22:51:36,5,4300,,UNIVERSITY,AVE,,,,415,K,831,2,4300,"4300 UNIVERSITY AVE San Diego, California",32.7498668,-117.1015222,92105,92105
25263,E23010027072,2023-01-19 22:51:36,5,4600,,PACIFIC,HWY,,,,MPSSTP,K,625,2,4600,"4600 PACIFIC HWY San Diego, California",32.755467,-117.201201,92110,92110
25264,E23010027073,2023-01-19 22:53:17,5,3500,,NEWTON,AVE,,,,459A,W,442,2,3500,"3500 NEWTON AVE San Diego, California",32.6949644,-117.1189272,3117,92113
25265,E23010027074,2023-01-19 22:53:30,5,1800,,GARNET,AVE,,,,DRUN,K,122,3,1800,"1800 GARNET AVE San Diego, California",32.8006756,-117.2375124,3352,92109
25266,E23010027075,2023-01-19 22:53:37,5,6800,,POTOMAC,ST,,,,23103,K,437,2,6800,"6800 POTOMAC ST San Diego, California",32.6866712,-117.0491573,92139,92139
25267,E23010027076,2023-01-19 22:54:20,5,1400,,MORENA,BLV,,,,1151,K,116,2,1400,"1400 MORENA BLV San Diego, California",32.7709434,-117.2053137,3838,92110
25268,E23010027077,2023-01-19 22:55:44,5,6200,,MESITA,DR,,,,PARTY,O,327,3,6200,"6200 MESITA DR San Diego, California",32.768053,-117.0651283,92115,92115
25269,E23010027078,2023-01-19 22:56:31,5,0,,EL CAMINO REAL,,,DEL MAR HEIGHTS,,10851,R,934,1,,"EL CAMINO REAL San Diego, California",32.974406,-117.233419,United States,92014
25270,E23010027079,2023-01-19 22:56:41,5,5100,,PACIFIC,HWY,,,,1149,O,622,2,5100,"5100 PACIFIC HWY San Diego, California",32.7667075,-117.2072984,4006,92110
25271,E23010027080,2023-01-19 22:56:51,5,5400,,KEARNY MESA,RD,,,,415,K,313,2,5400,"5400 KEARNY MESA RD San Diego, California",32.8336511,-117.1435605,92111,92111
25272,E23010027081,2023-01-19 22:58:03,5,5600,,MARY LANE,DR,,,,415N,K,326,3,5600,"5600 MARY LANE DR San Diego, California",32.7699726,-117.0747835,92115,92115
25273,E23010027082,2023-01-19 22:58:47,5,4200,,ORANGE,AVE,,,,1150,O,832,2,4200,"4200 ORANGE AVE San Diego, California",32.7532169,-117.1050582,92105,92105
25274,E23010027083,2023-01-19 23:00:13,5,8900,,COSTA VERDE,BLV,,,,415CN,K,115,3,8900,"8900 COSTA VERDE BLV San Diego, California",32.8713756,-117.2159372,92122,92122
25275,E23010027084,2023-01-19 23:01:58,5,1700,,UNIVERSITY,AVE,,,,653M,K,627,9,1700,"1700 UNIVERSITY AVE San Diego, California",32.7485664,-117.1478166,3415,92103
25276,E23010027085,2023-01-19 23:03:19,5,0,,MARKET,ST,,MERLIN,,AU1,W,431,1,,"MARKET ST San Diego, California",32.7115423,-117.118682,United States,92102
25277,E23010027086,2023-01-19 23:04:48,5,3300,,ALTA VIEW,DR,,,,MPSSTP,K,437,2,3300,"3300 ALTA VIEW DR San Diego, California",32.6797288,-117.0336957,92139,92139
25278,E23010027087,2023-01-19 23:05:48,5,6900,,HYDE PARK,DR,,,,10852A,K,325,3,6900,"6900 HYDE PARK DR San Diego, California",32.8011332,-117.0473929,92119,92119
25279,E23010027088,2023-01-19 23:10:20,5,0,,MISSION,BLV,,LAW,,23103,K,122,2,,"MISSION BLV San Diego, California",32.7843982,-117.2528516,92109,92109
25280,E23010027089,2023-01-19 23:11:25,5,500,,C,ST,,,,911P,CAN,524,2,500,"500 C ST San Diego, California",32.7167944,-117.1633601,92101,92101
25281,E23010027090,2023-01-19 23:13:18,5,9600,,AERO,DR,,,,CC,K,311,2,9600,"9600 AERO DR San Diego, California",32.808778,-117.1216673,92123,92123
25282,E23010027091,2023-01-19 23:13:22,5,4200,,47TH,ST,,,,1151,K,831,2,4200,"4200 47TH ST San Diego, California",32.7531409,-117.0933239,92115,92115
25283,E23010027092,2023-01-19 23:14:23,5,1600,,NATIONAL,AVE,,,,SELENF,K,511,3,1600,"1600 NATIONAL AVE San Diego, California",32.7042305,-117.1497461,92113,92113
25284,E23010027093,2023-01-19 23:14:36,5,0,,KNOXVILLE,ST,,MORENA,,1151,K,116,2,,"KNOXVILLE ST San Diego, California",32.7747095,-117.2026374,92110,92110
25285,E23010027094,2023-01-19 23:14:53,5,5100,,RINCON,ST,,,,PARTY,K,327,3,5100,"5100 RINCON ST San Diego, California",32.7714863,-117.0615546,1440,92115
25286,E23010027095,2023-01-19 23:15:58,5,900,,DATE,ST,,,,415,K,526,2,900,"900 DATE ST San Diego, California",32.7229751,-117.1565742,92101,92101
25287,E23010027097,2023-01-19 23:17:57,5,4900,,KEARNY MESA,RD,,,,459A,W,313,3,4900,"4900 KEARNY MESA RD San Diego, California",32.8254959,-117.1451446,2407,92111
25288,E23010027098,2023-01-19 23:18:37,5,700,,KETTNER,BLV,,,,415PP,K,522,2,700,"700 KETTNER BLV San Diego, California",32.711734,-117.169768,92101,92101
25289,E23010027099,2023-01-19 23:19:30,5,1900,S,WOODMAN,ST,,,,MPSSTP,K,437,2,1900,"1900 S WOODMAN ST San Diego, California",32.6888994,-117.0465397,92139,92139
25290,E23010027101,2023-01-19 23:22:03,5,0,,05TH,AVE,,F,,1140OD,U,523,0,,"05TH AVE San Diego, California",32.7313918,-117.1602848,United States,92101
25291,E23010027103,2023-01-19 23:23:56,5,0,,MAIN,ST,,WODEN,,T,K,511,2,,"MAIN ST San Diego, California",32.6928185,-117.1299573,United States,92136
25292,E23010027104,2023-01-19 23:24:02,5,3000,,MARKET,ST,,,,415,K,516,2,3000,"3000 MARKET ST San Diego, California",32.7116562,-117.1302261,3230,92102
25293,E23010027105,2023-01-19 23:24:07,5,3800,,MENLO,AVE,,,,415,K,833,2,3800,"3800 MENLO AVE San Diego, California",32.7476939,-117.0944567,92105,92105
25294,E23010027106,2023-01-19 23:28:57,5,0,,F,ST,,09TH,,T,CAN,524,2,,"F ST San Diego, California",32.7138446,-117.1216292,United States,92102
25295,E23010027108,2023-01-19 23:31:24,5,1200,,UNIVERSITY,AVE,,,,211C,K,627,1,1200,"1200 UNIVERSITY AVE San Diego, California",32.7489456,-117.1731678,2843,92103
25296,E23010027109,2023-01-19 23:31:37,5,9800,,CAMINITO CUADRO,,,,,CC,K,233,3,9800,"9800 CAMINITO CUADRO San Diego, California",32.9611347,-117.1167245,92129,92129
25297,E23010027110,2023-01-19 23:34:26,5,8800,,DEWSBURY,AVE,,,,T,O,242,2,8800,"8800 DEWSBURY AVE San Diego, California",32.9185887,-117.1348503,92126,92126
25298,E23010027111,2023-01-19 23:35:13,5,0,NB,5,,,BALBOA,,AU23152,W,122,2,,"NB 5 San Diego, California",32.715738,-117.1610838,United States,92101
25299,E23010027112,2023-01-19 23:35:53,5,5300,,MOUNT ALIFAN,DR,,,,MPSSTP,K,112,2,5300,"5300 MOUNT ALIFAN DR San Diego, California",32.8165572,-117.1828045,2623,92111
25300,E23010027113,2023-01-19 23:38:08,5,9000,,MIRA MESA,BLV,,,,CCCC,W,242,4,9000,"9000 MIRA MESA BLV San Diego, California",32.9148809,-117.1317804,92126,92126
25301,E23010027114,2023-01-19 23:39:08,5,5900,,STREAMVIEW,DR,,,,1021,K,823,3,5900,"5900 STREAMVIEW DR San Diego, California",32.7448543,-117.0692827,92105,92105
25302,E23010027115,2023-01-19 23:41:51,5,800,,GRAND,AVE,,,,1016,A,122,2,800,"800 GRAND AVE San Diego, California",32.7949328,-117.2548431,92109,92109
25303,E23010027116,2023-01-19 23:42:10,5,0,,FOR NORTHEASTERN SGT,,,,,1021,K,-1,3,,"FOR NORTHEASTERN SGT San Diego, California",32.715738,-117.1610838,United States,92101
25304,E23010027117,2023-01-19 23:43:52,5,4300,,INGRAHAM,ST,,,,211C,K,122,1,4300,"4300 INGRAHAM ST San Diego, California",32.7969042,-117.2399557,92109,92109
25305,E23010027118,2023-01-19 23:45:40,5,500,,14TH,ST,,,,415N,CAN,521,3,500,"500 14TH ST San Diego, California",32.71047310000001,-117.1519023,7518,92101
25306,E23010027119,2023-01-19 23:47:25,5,1600,,EUCLID,AVE,,,,415,K,447,2,1600,"1600 EUCLID AVE San Diego, California",32.72141,-117.0850014,92105,92105
25307,E23010027120,2023-01-19 23:47:41,5,1200,,09TH,AVE,,,,1149,CAN,524,2,1200,"1200 09TH AVE San Diego, California",32.7179461,-117.156719,92101,92101
25308,E23010027121,2023-01-19 23:47:46,5,0,,FAIRMOUNT,AVE,,MONTEZUMA,,1183,K,824,0,,"FAIRMOUNT AVE San Diego, California",32.7564526,-117.1008201,United States,92105
25309,E23010027122,2023-01-19 23:48:05,5,8800,,VILLA LA JOLLA,DR,,,,459A,K,124,3,8800,"8800 VILLA LA JOLLA DR San Diego, California",32.8686168,-117.2340388,92037,92037
25310,E23010027123,2023-01-19 23:48:49,5,3600,,SHOOTING STAR,DR,,,,1021,K,712,3,3600,"3600 SHOOTING STAR DR San Diego, California",32.5674897,-117.0575948,1407,92173
25311,E23010027124,2023-01-19 23:48:50,5,5200,,REDWOOD,ST,,,,1146,K,451,0,5200,"5200 REDWOOD ST San Diego, California",32.7377299,-117.0832902,3743,92105
25312,E23010027125,2023-01-19 23:49:37,5,4400,,LOGAN,AVE,,,,T,K,441,2,4400,"4400 LOGAN AVE San Diego, California",32.6968509,-117.1002283,2923,92113
25313,E23010027126,2023-01-19 23:50:32,5,3900,,BOB,ST,,,,586,O,613,4,3900,"3900 BOB ST San Diego, California",32.7498533,-117.2246402,5701,92110
25314,E23010027127,2023-01-19 23:52:03,5,4200,,40TH,ST,,,,MPSSTP,O,838,2,4200,"4200 40TH ST San Diego, California",32.7532707,-117.1094238,1017,92105
25315,E23010027128,2023-01-19 23:52:49,5,6100,,MONTEZUMA,RD,,,,CW,K,327,1,6100,"6100 MONTEZUMA RD San Diego, California",32.7707144,-117.0686005,92115,92182
25316,E23010027130,2023-01-19 23:55:41,5,3400,,ROSECRANS,ST,,,,T,K,611,2,3400,"3400 ROSECRANS ST San Diego, California",32.7493983,-117.2065639,92110,92110
25317,E23010027131,2023-01-19 23:55:51,5,1500,,NEWTON,AVE,,,,SELENF,K,511,3,1500,"1500 NEWTON AVE San Diego, California",32.7042931,-117.1513976,92113,92101
25318,E23010027132,2023-01-19 23:55:59,5,3700,,DALBERGIA,ST,,,,SELENF,K,511,3,3700,"3700 DALBERGIA ST San Diego, California",32.6863145,-117.1145446,3815,92113
25319,E23010027133,2023-01-19 23:56:36,5,0,,54TH,ST,,COLLEGE GROVE,,T,K,451,2,,"54TH ST San Diego, California",32.7387391,-117.0796781,United States,92105
25320,E23010027134,2023-01-19 23:57:27,5,6600,,ALVARADO,RD,,,,5150,K,327,2,6600,"6600 ALVARADO RD San Diego, California",32.7776418,-117.0587573,92120,92182
25321,E23010027135,2023-01-19 23:58:22,5,1800,,MUNDA,RD,,,,T,K,438,2,1800,"1800 MUNDA RD San Diego, California",32.6865466,-117.0619463,92139,92139
25322,E23010027138,2023-01-20 00:00:17,6,0,,I-805,,,GOVERNOR,,1151,K,115,2,,"I-805 San Diego, California",32.7340904,-117.1132756,United States,92104
25323,E23010027139,2023-01-20 00:02:04,6,1400,,DANA LANDING,RD,,,,MPSSTP,R,123,2,1400,"1400 DANA LANDING RD San Diego, California",32.7669521,-117.2390431,92109,92109
25324,E23010027140,2023-01-20 00:02:55,6,0,,SHOPS INFO LOG,,,,,SHOPS,W,-1,4,,"SHOPS INFO LOG San Diego, California",32.715738,-117.1610838,United States,92101
25325,E23010027141,2023-01-20 00:03:01,6,300,,PARK,BLV,,,,211A,CAN,521,1,300,"300 PARK BLV San Diego, California",32.7083803,-117.1541313,7416,92101
25326,E23010027142,2023-01-20 00:03:49,6,4400,,EUCLID,AVE,,,,415,K,824,2,4400,"4400 EUCLID AVE San Diego, California",32.7563453,-117.0923427,92115,92115
25327,E23010027143,2023-01-20 00:04:31,6,0,,CHP INFO LOG,,,,,INFOCHP,W,-1,4,,"CHP INFO LOG San Diego, California",32.8399543,-117.1284771,92123,92123
25328,E23010027144,2023-01-20 00:05:17,6,0,,09TH,AVE,,B,,1016,A,524,2,,"09TH AVE San Diego, California",32.716177,-117.1565386,92101,92101
25329,E23010027145,2023-01-20 00:05:31,6,3500,,IMPERIAL,AVE,,,,T,K,441,2,3500,"3500 IMPERIAL AVE San Diego, California",32.7056656,-117.1184817,92113,92102
25330,E23010027146,2023-01-20 00:05:32,6,4700,,CASTANA,ST,,,,415,K,446,2,4700,"4700 CASTANA ST San Diego, California",32.7066503,-117.0936424,92102,92102
25331,E23010027147,2023-01-20 00:05:34,6,0,,INFO LOG,,,,,503CAR,W,-1,2,,"INFO LOG San Diego, California",32.715738,-117.1610838,United States,92101
25332,E23010027148,2023-01-20 00:06:21,6,1500,,KLAUBER,AVE,,,,459A,K,433,2,1500,"1500 KLAUBER AVE San Diego, California",32.7211261,-117.055902,92114,92114
25333,E23010027149,2023-01-20 00:10:51,6,500,,06TH,AVE,,,,415,K,521,2,500,"500 06TH AVE San Diego, California",32.7104603,-117.159206,92101,92101
25334,E23010027150,2023-01-20 00:13:59,6,5600,,MARY LANE,DR,,,,415N,K,326,3,5600,"5600 MARY LANE DR San Diego, California",32.7699726,-117.0747835,92115,92115
25335,E23010027151,2023-01-20 00:14:17,6,0,,05TH,AVE,,MARKET,,SELENF,CAN,523,3,,"05TH AVE San Diego, California",32.7313918,-117.1602848,United States,92101
25336,E23010027152,2023-01-20 00:18:45,6,3200,,HANCOCK,ST,,,,T,K,611,2,3200,"3200 HANCOCK ST San Diego, California",32.7542586,-117.2051244,92110,92110
25337,E23010027153,2023-01-20 00:19:18,6,4200,,WITHERBY,ST,,,,SELENF,K,626,3,4200,"4200 WITHERBY ST San Diego, California",32.7512939,-117.1877153,1133,92103
25338,E23010027154,2023-01-20 00:19:39,6,1100,,WEST MISSION BAY,DR,,,,T,K,121,2,1100,"1100 WEST MISSION BAY DR San Diego, California",32.7716554,-117.2494147,92109,92109
25339,E23010027155,2023-01-20 00:20:57,6,4400,,HERITAGE GLEN,LN,,,,459A,K,934,2,4400,"4400 HERITAGE GLEN LN San Diego, California",32.9495955,-117.2209517,2418,92130
25340,E23010027156,2023-01-20 00:22:34,6,0,,I-805,,,IMPERIAL,,T,K,441,2,,"I-805 San Diego, California",32.7340904,-117.1132756,United States,92104
25341,E23010027157,2023-01-20 00:23:27,6,3200,,COWLEY,WAY,,,,415N,K,116,3,3200,"3200 COWLEY WAY San Diego, California",32.8007663,-117.1943798,92117,92117
25342,E23010027158,2023-01-20 00:24:34,6,15700,,BERNARDO HEIGHTS,PKY,,,,911,W,234,1,15700,"15700 BERNARDO HEIGHTS PKY San Diego, California",33.0014156,-117.0582215,92128,92128
25343,E23010027159,2023-01-20 00:27:21,6,0,,10TH,AVE,,A,,T,K,524,2,,"10TH AVE San Diego, California",32.714702,-117.155603,92101,92101
25344,E23010027160,2023-01-20 00:28:05,6,5100,,LINDA VISTA,RD,,,,T,O,622,2,5100,"5100 LINDA VISTA RD San Diego, California",32.7645359,-117.1978195,92110,92110
25345,E23010027161,2023-01-20 00:28:11,6,30,,25TH,ST,,,,CW,K,512,1,30,"30 25TH ST San Diego, California",32.7059412,-117.1404692,3907,92113
25346,E23010027162,2023-01-20 00:29:39,6,4700,,67TH,ST,,,,459C,K,821,2,4700,"4700 67TH ST San Diego, California",32.7633,-117.0533233,2936,92115
25347,E23010027164,2023-01-20 00:30:46,6,2300,,OPALO,WAY,,,,SELENF,K,621,3,2300,"2300 OPALO WAY San Diego, California",32.7876445,-117.1838537,5913,92111
25348,E23010027165,2023-01-20 00:30:57,6,2800,,MIDWAY,DR,,,,1151,K,611,2,2800,"2800 MIDWAY DR San Diego, California",32.7489011,-117.2037569,3204,92110
25349,E23010027166,2023-01-20 00:31:32,6,3300,,EL CAJON,BLV,,,,415N,K,811,3,3300,"3300 EL CAJON BLV San Diego, California",32.7556591,-117.1217989,1419,92116
25350,E23010027167,2023-01-20 00:32:24,6,1600,,CAMINO DEL RIO NORTH,,,,,415,R,315,2,1600,"1600 CAMINO DEL RIO NORTH San Diego, California",32.7671832,-117.1488867,92108,92108
25351,E23010027168,2023-01-20 00:32:30,6,5200,,GROVELAND,DR,,,,RJ,CAN,432,2,5200,"5200 GROVELAND DR San Diego, California",32.7077024,-117.083152,92114,92114
25352,E23010027169,2023-01-20 00:32:39,6,6900,,LINDA VISTA,RD,,,,T,O,621,2,6900,"6900 LINDA VISTA RD San Diego, California",32.7835546,-117.1718023,92111,92111
25353,E23010027170,2023-01-20 00:33:36,6,900,,10TH,AVE,,,,1149,K,524,2,900,"900 10TH AVE San Diego, California",32.7148441,-117.1557771,92101,92101
25354,E23010027171,2023-01-20 00:34:16,6,4000,,05TH,AVE,,,,INFO,W,627,2,4000,"4000 05TH AVE San Diego, California",32.7499828,-117.1608987,92103,92103
